Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Norben Tea & Exports Limited,7,0,0.18,12.64,1.42,0.61,NORBTEAEXP,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/norbenteaexports/NTE
N R Agarwal Industries Limited,1766,99,58.35,373.48,15.62,0.21,NRAIL,https://www.moneycontrol.com/india/stockpricequote/paper/nragarwalindustries/NRA
NRB Bearing Limited,1057,96,9.7,70.42,14.07,0.48,NRBBEARING,https://www.moneycontrol.com/india/stockpricequote/bearings/nrbbearings/NRB
Nupur Recyclers Limited,98,9,2.04,15.3,13.34,0,NRL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nupurrecyclers/NR02
NMDC Steel Limited,0,0,0,58.17,0,0.23,NSLNISP,https://www.moneycontrol.com/india/stockpricequote/ironsteel/nmdcsteel/NS15
NTPC Limited,176206,16341,17.44,155.68,11.5,1.5,NTPC,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpc/NTP
Nucleus Software Exports Limited,634,127,47.73,228.11,20.92,0,NUCLEUS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/nucleussoftwareexports/NS
Nureca Limited,111,-8,-8.42,195.26,-4.31,0,NURECA,https://www.moneycontrol.com/india/stockpricequote/medical-equipmentsuppliesaccessories/nureca/N10
Nuvoco Vistas Corporation Limited,8581,90,2.52,251.54,1,0.36,NUVOCO,https://www.moneycontrol.com/india/stockpricequote/cement/nuvocovistascorporation/NVC
Oriental Aromatics Limited,849,19,5.87,185.7,3.15,0.37,OAL,https://www.moneycontrol.com/india/stockpricequote/chemicals/orientalaromaticsltd/CAP
Orissa Bengal Carrier Limited,367,3,1.74,40.66,4.28,0.02,OBCL,https://www.moneycontrol.com/india/stockpricequote/ground-freightlogistics-services/orissabengalcarrier/OBC01
Oriental Carbon & Chemicals Limited,535,53,48.69,626.15,8.07,0.27,OCCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/orientalcarbonchemicals/OCC
Oracle FiNaNcial Services Software Limited,5865,1806,209.14,863.32,24.21,0,OFSS,https://www.moneycontrol.com/india/stockpricequote/computers-software/oraclefinancialservicessoftware/OFS01
Oil India Limited,36097,9850,80.49,385.95,22.68,0.48,OIL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/oilindia/OI13
Oil Country Tubular Limited,0,104,23.63,-2.48,-951.66,-5.99,OILCOUNTUB,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/oilcountrytubular/OCT
Olectra Greentech Limited,1090,64,7.99,102.47,7.81,0.16,OLECTRA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/olectragreentech/GI29
Omax Autos Limited,300,-24,-11.38,133.67,-8.51,0.4,OMAXAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/omaxautos/OA
Onelife Capital Advisors Limited,4,-2,-1.86,61.4,-3.02,0.16,ONELIFECAP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/onelifecapitaladvisors/OCA
One Point One Solutions Limited,140,8,0.47,2.94,15.92,0.33,ONEPOINT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/onepointonesolutionsltd/OPO
Oil & Natural Gas Corporation Limited,632325,32743,28.17,239.47,12.62,0.46,ONGC,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/oilnaturalgascorporation/ONG
OnMobile Global Limited,525,6,0.64,61.75,1.03,0.01,ONMOBILE,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/onmobileglobal/OG01
Onward Technologies Limited,440,11,5.17,77.94,6.6,0,ONWARDTEC,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/onwardtechnologies/OT
Optiemus Infracom Limited,1173,48,4.88,44.52,10.94,0.14,OPTIEMUS,https://www.moneycontrol.com/india/stockpricequote/telecommunication-equipment/optiemusinfracom/AF02
Orbit Exports Limited,197,31,12.37,80.76,15.78,0.12,ORBTEXP,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/orbitexports/OE
Orchid Pharma Limited,665,55,11.35,168.72,6.72,0.48,ORCHPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/orchidpharma/OCP
Oriental Trimex Limited,8,-4,-1.78,14.02,-10.47,0.16,ORIENTALTL,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/orientaltrimex/OT6
Orient Bell Limited,705,21,15.56,214.15,7.24,0.01,ORIENTBELL,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/orientbell/OCI
Orient Cement Limited,2937,122,5.99,78.28,7.65,0.24,ORIENTCEM,https://www.moneycontrol.com/india/stockpricequote/cement-major/orientcement/OC10
ORIENT CERATECH LIMITED,302,14,1.19,21.76,5.46,0.06,ORIENTCER,https://www.moneycontrol.com/india/stockpricequote/abrasives/orientceratech/OA01
Orient Electric Limited,2529,75,3.57,27.47,12.97,0.02,ORIENTELEC,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/orientelectriclimited/ORIEN54130
Oriental Hotels Limited,394,55,3.04,30.18,10.06,0.34,ORIENTHOT,https://www.moneycontrol.com/india/stockpricequote/hotels/orientalhotels/OH
Orient Press Limited,171,-3,-3.39,69.18,-4.89,1,ORIENTLTD,https://www.moneycontrol.com/india/stockpricequote/printingstationery/orientpress/OP02
Orient Paper & Industries Limited,942,99,4.68,71.42,6.54,0.18,ORIENTPPR,https://www.moneycontrol.com/india/stockpricequote/paperforest-products/orientpaperindustries/OPI
The Orissa Minerals Development Company Limited,35,-16,-27.57,-21.34,0,-13.56,ORISSAMINE,https://www.moneycontrol.com/india/stockpricequote/miningminerals/orissamineralsdevelopmentcompany/OMD
Ortin Laboratories Limited,6,0,-0.12,13.36,-0.86,0.59,ORTINLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ortinlaboratories/OL01
Osia Hyper Retail Limited,738,9,0.92,10.95,8.41,1.03,OSIAHYPER,https://www.moneycontrol.com/india/stockpricequote/retailing/osiahyperretail/OHR
Oswal Agro Mills Limited,27,9,1.78,62.05,2.86,0,OSWALAGRO,https://www.moneycontrol.com/india/stockpricequote/finance-investments/oswalagromills/OAM
Oswal Greentech Limited,20,37,1.47,96.68,1.52,0,OSWALGREEN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/oswalgreentech/OG02
Page Industries Limited,4788,571,512.15,1229.2,41.66,0.18,PAGEIND,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pageindustries/PI35
Paisalo Digital Limited,473,93,2.1,25.81,8.07,1.83,PAISALO,https://www.moneycontrol.com/india/stockpricequote/finance-investments/paisalodigitalltd/SEI03
Palash Securities Limited,53,-16,-15.57,370.02,-4.36,0.06,PALASHSECU,https://www.moneycontrol.com/india/stockpricequote/finance-general/palashsecurities/PS19
Panache Digilife Limited,111,1,0.69,26.2,2.62,1.09,PANACHE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/panachedigilife/PD09
Panama Petrochem Limited,2248,232,38.51,157.37,24.46,0,PANAMAPET,https://www.moneycontrol.com/india/stockpricequote/chemicals/panamapetrochem/PP02
Pansari Developers Limited,23,2,1.15,44.78,2.57,1.04,PANSARI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pansaridevelopers/PD08
Par Drugs And Chemicals Limited,95,11,9.21,57.9,15.91,0,PAR,https://www.moneycontrol.com/india/stockpricequote/chemicals/pardrugschemicals/PDC02
Paramount Communications Limited,796,47,2.4,12.87,19.11,0.63,PARACABLES,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/paramountcommunications/PC01
Paradeep Phosphates Limited,13340,303,3.89,43.04,8.66,1.32,PARADEEP,https://www.moneycontrol.com/india/stockpricequote/fertilizers/paradeepphosphates/PP33
Parag Milk Foods Limited,2892,53,5.07,68.93,6.59,0.73,PARAGMILK,https://www.moneycontrol.com/india/stockpricequote/food-processing/paragmilkfoods/PMF01
Paras Defence and Space Technologies Limited,214,35,9.21,95.2,9.67,0,PARAS,https://www.moneycontrol.com/india/stockpricequote/defence/parasdefencespacetechnologies/PDS01
Paras Petrofils Limited,0,0,0.01,0.62,1.62,0,PARASPETRO,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/paraspetrofils/PP05
Pasupati Acrylon Limited,827,35,4.03,35.41,11.37,0,PASUPTAC,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/pasupatiacrylon/PA03
Patanjali Foods Limited,31524,886,24.54,272.07,9,0.14,PATANJALI,https://www.moneycontrol.com/india/stockpricequote/vegetable-oilsproducts/patanjalifoods/RSI
Patel Engineering Limited,4201,178,3.19,38.47,6.35,0.61,PATELENG,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/patelengineeringcompany/PEC
Patel Integrated Logistics Limited,278,4,1.13,18.12,4.16,0.25,PATINTLOG,https://www.moneycontrol.com/india/stockpricequote/courier-services/patelintegratedlogistics/PIL05
Pavna Industries Limited,263,7,5.98,47.07,12.7,1.54,PAVNAIND,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/pavnaindustries/PI45
PCBL LIMITED,5774,442,11.7,75.21,15.61,0.33,PCBL,https://www.moneycontrol.com/india/stockpricequote/carbon-black/pcbl/PCB01
PC Jeweller Limited,2472,-203,-4.37,79.3,-5.5,0.98,PCJEWELLER,https://www.moneycontrol.com/india/stockpricequote/diamond-cuttingjewelleryprecious-metals/pcjeweller/PJ
Pudumjee Paper Products Limited,758,59,6.26,41.81,14.96,0.12,PDMJEPAPER,https://www.moneycontrol.com/india/stockpricequote/paper/pudumjeepaperproductslimited/PPP04
PDS Limited,10577,326,20.3,85.06,25.14,0.57,PDSL,https://www.moneycontrol.com/india/stockpricequote/textiles-general/pds/PDS
Pearl Polymers Limited,17,-8,-4.86,22.61,-21.48,0.01,PEARLPOLY,https://www.moneycontrol.com/india/stockpricequote/plastics/pearlpolymers/PP08
Pennar Industries Limited,2894,75,5.49,57.73,9.69,0.8,PENIND,https://www.moneycontrol.com/india/stockpricequote/steel-crhr-strips/pennarindustries/PI28
Persistent Systems Limited,8350,921,123.73,518.82,23.23,0.11,PERSISTENT,https://www.moneycontrol.com/india/stockpricequote/computers-software/persistentsystems/PS15
Petronet LNG Limited,59899,3187,22.17,101.76,21.78,0,PETRONET,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/petronetlng/PLN
Power FiNaNce Corporation Limited,77568,21178,60.19,424.16,18.88,8.93,PFC,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02
Pfizer Limited,2424,623,128.5,701.05,19.45,0,PFIZER,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P
Prime Focus Limited,4644,194,6.49,5.24,584.94,154.32,PFOCUS,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/primefocus/PF13
PTC India FiNaNcial Services Limited,790,175,2.74,38.03,7.19,2.09,PFS,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/ptcindiafinancialservices/PIF02
PG Electroplast Limited,2159,77,35.78,174.09,19.56,1.37,PGEL,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/pgelectroplast/PE06
Procter & Gamble Hygiene and Health Care Limited,3917,678,208.91,291.44,71.68,0,PGHH,https://www.moneycontrol.com/india/stockpricequote/personal-care/proctergamblehygienehealthcare/PGH
Procter & Gamble Health Limited,1229,229,138.23,452.34,30.55,0,PGHL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12
Pearl Global Industries Limited,3158,152,68.9,342.86,20.65,0.62,PGIL,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pearlglobalindustries/HPF01
The Phoenix Mills Limited,2638,1472,74.76,620.13,15.93,0.51,PHOENIXLTD,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/phoenixmills/PM02
Pidilite Industries Limited,11799,1282,25.05,146.49,17.65,0.02,PIDILITIND,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11
Power & Instrumentation (Gujarat) Limited,94,3,3.31,35.3,8.09,0.71,PIGL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/powerinstrumentationgujarat/PIG
PI Industries Limited,6492,1222,81.06,473.59,17.07,0,PIIND,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/piindustries/PII
Pilani Investment and Industries Corporation Limited,278,155,222.11,10087.76,2.2,0.07,PILANIINVS,https://www.moneycontrol.com/india/stockpricequote/finance-general/pilaniinvestmentindustriescorporation/PII03
PIL ITALICA LIFESTYLE LIMITED,85,3,0.13,2.96,4.37,0.16,PILITA,https://www.moneycontrol.com/india/stockpricequote/plastics/pilitalicalifestyle/PI08
Pioneer Embroideries Limited,296,8,3.11,47.28,6.78,0.74,PIONEEREMB,https://www.moneycontrol.com/india/stockpricequote/textiles-hosieryknitwear/pioneerembroideries/PE
Pitti Engineering Limited,1100,58,18.36,104.2,17.61,0.87,PITTIENG,https://www.moneycontrol.com/india/stockpricequote/engineering/pittiengineering/PL
Pix Transmissions Limited,486,64,47.57,306.8,15.5,0.16,PIXTRANS,https://www.moneycontrol.com/india/stockpricequote/rubber/pixtransmissions/PT07
The Peria Karamalai Tea & Produce Company Limited,51,-3,-10.86,587.27,-1.84,0.12,PKTEA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/periakaramalaiteaproducecompany/PKT
Plastiblends India Limited,768,26,10.33,151.96,6.79,0,PLASTIBLEN,https://www.moneycontrol.com/india/stockpricequote/plastics/plastiblendsindia/PI13
Punjab National Bank,86845,3069,3.04,85.76,3.54,,PNB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05
PNB Housing FiNaNce Limited,6527,1046,62.01,652.24,9.49,4.87,PNBHOUSING,https://www.moneycontrol.com/india/stockpricequote/finance-housing/pnbhousingfinance/PHF
Pritish NaNdy Communications Limited,18,-3,-2.7,49.88,-5.41,0.02,PNC,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pritishnandycommunications/PNC
PNC Infratech Limited,7956,658,25.67,167.03,15.36,1.46,PNCINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/pncinfratech/PI26
Pondy Oxides & Chemicals Limited,1471,49,42.32,218.62,19.35,0.56,POCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/pondyoxideschemicals/PO03
Poddar Pigments Limited,340,27,25.77,276.82,9.3,0,PODDARMENT,https://www.moneycontrol.com/india/stockpricequote/dyespigments/poddarpigments/PP15
PB Fintech Limited,134,-74,-1.67,163.57,-1,0,POLICYBZR,https://www.moneycontrol.com/india/stockpricequote/multiline-insurancebrokers/pbfintech/PF14
Polycab India Limited,14107,1291,84.87,445.25,19.15,0.02,POLYCAB,https://www.moneycontrol.com/india/stockpricequote/cables-powerothers/polycabindia/PI44
Poly Medicure Limited,1115,177,18.69,129.41,14.43,0.12,POLYMED,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedical-services/polymedicure/PM06
Polyplex Corporation Limited,7652,615,110.97,1804.53,10,0.23,POLYPLEX,https://www.moneycontrol.com/india/stockpricequote/packaging/polyplexcorporation/PC08
Ponni Sugars (Erode) Limited,435,38,44.58,526.62,8.46,0,PONNIERODE,https://www.moneycontrol.com/india/stockpricequote/sugar/ponnisugarserode/PSE03
Poonawalla Fincorp Limited,1938,569,8.95,89.5,9.96,1.62,POONAWALLA,https://www.moneycontrol.com/india/stockpricequote/finance-nbfc/poonawallafincorp/MF20
Power Grid Corporation of India Limited,45581,15499,22.1,119.01,18.57,1.52,POWERGRID,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC
Hitachi Energy India Limited,4468,93,22.16,286.63,7.72,0.23,POWERINDIA,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hitachienergyindia/APP03
Power Mech Projects Limited,3601,215,141.26,856.28,16.39,0.37,POWERMECH,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/powermechprojects/PMP
PPAP Automotive Limited,511,1,-4.25,210.53,-2.01,0.51,PPAP,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/ppapautomotive/PPP03
Prakash Pipes Limited,709,71,29.81,116.48,25.58,0.03,PPL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prakashpipeslimited/PPL54268
Piramal Pharma Limited,7081,-240,-1.57,56.76,-2.75,0.81,PPLPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/piramalpharma/PP34
Prajay Engineers Syndicate Limited,29,-8,-1.35,79.62,-1.64,0.31,PRAENG,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-housing/prajayengineerssyndicate/PES
Praj Industries Limited,3528,239,13.05,58.68,22.24,0,PRAJIND,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/prajindustries/PI17
Prakash Steelage Limited,94,4,0.24,-2.87,-8.26,-0.58,PRAKASHSTL,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/prakashsteelage/PS16
Praxis Home Retail Limited,386,-21,-2.79,-2.37,0,-2.97,PRAXIS,https://www.moneycontrol.com/india/stockpricequote/retail/praxishomeretail/PRAXI54090
Precision Camshafts Limited,1080,46,4.87,75.43,6.45,0.13,PRECAM,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/precisioncamshafts/PC16
Precot Limited,953,-26,-21.69,338.09,-6.41,0.93,PRECOT,https://www.moneycontrol.com/india/stockpricequote/textile-spinning/precot/PM
Precision Wires India Limited,3033,59,3.33,25.2,13.21,0.04,PRECWIRE,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/precisionwiresindia/PWI
Premier Explosives Limited,202,6,6.42,182.27,3.54,0.43,PREMEXPLN,https://www.moneycontrol.com/india/stockpricequote/chemicals/premierexplosives/PE02
Premier Limited,0,-13,-4.49,-128.5,0,-0.43,PREMIER,https://www.moneycontrol.com/india/stockpricequote/engineering/premier/P10
Premier Polyfilm Limited,252,11,5.58,34.67,15.9,0,PREMIERPOL,https://www.moneycontrol.com/india/stockpricequote/plastics/premierpolyfilm/PP19
Prestige Estates Projects Limited,8315,1050,23.49,255.89,9.44,0.81,PRESTIGE,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/prestigeestatesprojects/PEP02
Pricol Limited,1958,124,10.23,57.78,17.7,0.13,PRICOLLTD,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/pricol/P9
Prime Securities Limited,40,11,3.52,39.21,8.81,0,PRIMESECU,https://www.moneycontrol.com/india/stockpricequote/finance-investments/primesecurities/PS
Prince Pipes And Fittings Limited,2710,121,10.98,123.37,8.9,0.04,PRINCEPIPE,https://www.moneycontrol.com/india/stockpricequote/plastics-tubespipeshosesfittings/princepipesfittings/PPF
Priti International Limited,82,7,6.5,39.18,15.62,0,PRITI,https://www.moneycontrol.com/india/stockpricequote/diversified/pritiinternational/PI43
Pritika Auto Industries Limited,362,15,1.77,19.14,9.19,0.59,PRITIKAUTO,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pritikaautoindustries/SME02
Privi Speciality Chemicals Limited,1607,21,5.45,213.88,2.67,1.28,PRIVISCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/privispecialitychemicals/HKF
Prudential Sugar Corporation Limited,80,4,1.23,29.78,4.92,0,PRUDMOULI,https://www.moneycontrol.com/india/stockpricequote/sugar/prudentialsugarcorporation/PSC01
Punjab & Sind Bank,7992,1313,1.94,22.29,8.69,,PSB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabsindbank/PSB
PSP Projects Limited,1937,134,36.65,222.5,16.47,0.18,PSPPROJECT,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/pspprojects/PP26
PTC India Limited,15970,509,15.05,198.42,8.87,1.3,PTC,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
